Extension;Load;Strain 1
119.67;2483.77;-1.815
119.68;2483.95;-1.815
119.7;2484.19;-1.815
119.72;2484.24;-1.815
119.73;2484.88;-1.815
119.75;2484.54;-1.815
119.77;2484.13;-1.815
119.78;2484.2;-1.815
119.8;2484.39;-1.815
119.82;2484.24;-1.815
119.83;2484.67;-1.815
119.85;2483.77;-1.815
119.87;2483.6;-1.815
119.88;2483.91;-1.815
119.9;2483.89;-1.815
119.92;2483.39;-1.815
119.93;2483.01;-1.815
119.95;2482.76;-1.815
119.97;2483.27;-1.815
119.98;2482.72;-1.815
120;2483;-1.815
120.02;2482.82;-1.815
120.03;2482.96;-1.815
120.05;2483.09;-1.815
120.07;2482.92;-1.815
120.08;2482.53;-1.815
120.1;2482.44;-1.815
120.12;2482.75;-1.815
120.13;2482.87;-1.815
120.15;2482.55;-1.815
120.17;2482.08;-1.815
120.18;2482.37;-1.815
120.2;2482.51;-1.815
120.22;2482.35;-1.815
120.23;2482.12;-1.815
120.25;2482.08;-1.815
120.27;2482.64;-1.815
120.28;2481.96;-1.815
120.3;2482.19;-1.815
120.32;2481.81;-1.815
120.33;2481.16;-1.815
120.35;2481.3;-1.815
120.37;2481.29;-1.815
120.38;2481.61;-1.815
120.4;2481.74;-1.815
120.42;2481.62;-1.815
120.43;2481.4;-1.815
120.45;2481.35;-1.815
120.47;2481.52;-1.815
120.48;2481.53;-1.815
120.5;2481.63;-1.815
120.52;2481.43;-1.815
120.53;2481.7;-1.815
120.55;2481.68;-1.815
120.57;2481.76;-1.815
120.58;2481.22;-1.815
120.6;2481.28;-1.815
120.62;2481.21;-1.815
120.63;2480.6;-1.815
120.65;2480.64;-1.815
120.67;2480.67;-1.815
120.68;2480.78;-1.815
120.7;2480.76;-1.815
120.72;2480.34;-1.815
120.73;2480.13;-1.815
120.75;2479.95;-1.815
120.77;2479.8;-1.815
120.78;2480.07;-1.815
120.8;2481.19;-1.815
120.82;2480.57;-1.815
120.83;2480.68;-1.815
120.85;2480.03;-1.815
120.87;2479.83;-1.815
120.88;2479.85;-1.815
120.9;2480.19;-1.815
120.92;2480.03;-1.815
120.93;2479.51;-1.815
120.95;2479.81;-1.815
120.97;2479.72;-1.815
120.98;2479.76;-1.815
121;2479.53;-1.815
121.02;2479.33;-1.815
121.03;2479.26;-1.815
121.05;2479.03;-1.815
121.07;2479.01;-1.815
121.08;2478.75;-1.815
121.1;2478.36;-1.815
121.12;2478.92;-1.815
121.13;2478.52;-1.815
121.15;2477.82;-1.815
121.17;2477.72;-1.815
121.18;2478.29;-1.815
121.2;2478.32;-1.815
121.22;2478;-1.815
121.23;2477.41;-1.815
121.25;2477.44;-1.815
121.27;2477.25;-1.815
121.28;2477.42;-1.815
121.3;2477.69;-1.815
121.32;2477.8;-1.815
121.33;2477.62;-1.815
121.35;2478.2;-1.815
121.37;2478.26;-1.815
121.38;2477.87;-1.815
121.4;2478.04;-1.815
121.42;2477.92;-1.815
121.43;2477.5;-1.815
121.45;2478.07;-1.815
121.47;2478.06;-1.815
121.48;2477.63;-1.815
121.5;2477.97;-1.815
121.52;2477.41;-1.815
121.53;2477.26;-1.815
121.55;2477.05;-1.815
121.57;2476.48;-1.815
121.58;2476.73;-1.815
121.6;2477.75;-1.815
121.62;2477.25;-1.815
121.63;2476.81;-1.815
121.65;2476.56;-1.815
121.67;2476.54;-1.815
121.68;2476.34;-1.815
121.7;2476.68;-1.815
121.72;2476.55;-1.815
121.73;2476.46;-1.815
121.75;2476.69;-1.815
121.77;2476.83;-1.815
121.78;2476.77;-1.815
121.8;2476.31;-1.815
121.82;2475.79;-1.815
121.83;2475.85;-1.815
121.85;2475.75;-1.815
121.87;2475.84;-1.815
121.88;2475.56;-1.815
121.9;2475.76;-1.815
121.92;2475.62;-1.815
121.93;2474.95;-1.815
121.95;2474.67;-1.815
121.97;2474.24;-1.815
121.98;2474.58;-1.815
122;2474.66;-1.815
122.02;2474.81;-1.815
122.03;2474.07;-1.815
122.05;2474.18;-1.815
122.07;2474.25;-1.815
122.08;2473.91;-1.815
122.1;2474.58;-1.815
122.12;2474.28;-1.815
122.13;2474.36;-1.815
122.15;2473.96;-1.815
122.17;2473.7;-1.815
122.18;2474.34;-1.815
122.2;2474.41;-1.815
122.22;2474.3;-1.815
122.23;2474.06;-1.815
122.25;2473.38;-1.815
122.27;2474.43;-1.815
122.28;2473.64;-1.815
122.3;2472.86;-1.815
122.32;2473.04;-1.815
122.33;2473.16;-1.815
122.35;2472.93;-1.815
122.37;2472.84;-1.815
122.38;2472.79;-1.815
122.4;2472.77;-1.815
122.42;2472.66;-1.815
122.43;2472.6;-1.815
122.45;2472.3;-1.815
122.47;2472.87;-1.815
122.48;2471.94;-1.815
122.5;2472.29;-1.815
122.52;2472.39;-1.815
122.53;2473.02;-1.815
122.55;2472.13;-1.815
122.57;2471.99;-1.815
122.58;2471.95;-1.815
122.6;2472.2;-1.815
122.62;2472.53;-1.815
122.63;2471.55;-1.815
122.65;2472.15;-1.815
122.67;2471.95;-1.815
122.68;2471.33;-1.815
122.7;2471.63;-1.815
122.72;2471.36;-1.815
122.73;2471.41;-1.815
122.75;2471.32;-1.815
122.77;2470.66;-1.815
122.78;2470.69;-1.815
122.8;2470.66;-1.815
122.82;2470.83;-1.815
122.83;2470.4;-1.815
122.85;2470.13;-1.815
122.87;2470.07;-1.815
122.88;2470.09;-1.815
122.9;2470.14;-1.815
122.92;2470.28;-1.815
122.93;2469.79;-1.815
122.95;2469.55;-1.815
122.97;2469.48;-1.815
122.98;2469.48;-1.815
123;2469.51;-1.815
123.02;2469.1;-1.815
123.03;2469.17;-1.815
123.05;2469.29;-1.815
123.07;2469.45;-1.815
123.08;2469;-1.815
123.1;2468.89;-1.815
123.12;2468.5;-1.815
123.13;2467.42;-1.815
123.15;2467.85;-1.815
123.17;2467.74;-1.815
123.18;2467.23;-1.815
123.2;2466.94;-1.815
123.22;2466.72;-1.815
123.23;2466.36;-1.815
123.25;2466.78;-1.815
123.27;2465.99;-1.815
123.28;2466.18;-1.815
123.3;2465.93;-1.815
123.32;2465.59;-1.815
123.33;2466;-1.815
123.35;2465.95;-1.815
123.37;2465.19;-1.815
123.38;2465.19;-1.815
123.4;2465.58;-1.815
123.42;2464.92;-1.815
123.43;2464.62;-1.815
123.45;2464.74;-1.815
123.47;2464.15;-1.815
123.48;2464.04;-1.815
123.5;2464.34;-1.815
123.52;2463.8;-1.815
123.53;2463.73;-1.815
123.55;2464.26;-1.815
123.57;2463.58;-1.815
123.58;2464.25;-1.815
123.6;2463.09;-1.815
123.62;2462.32;-1.815
123.63;2462.24;-1.815
123.65;2461.69;-1.815
123.67;2461.04;-1.815
123.68;2461.24;-1.815
123.7;2461.3;-1.815
123.72;2460.79;-1.815
123.73;2460.63;-1.815
123.75;2459.94;-1.815
123.77;2459.39;-1.815
123.78;2458.43;-1.815
123.8;2458.64;-1.815
123.82;2458.37;-1.815
123.83;2457.51;-1.815
123.85;2457.11;-1.815
123.87;2456.21;-1.815
123.88;2455.45;-1.815
123.9;2455.05;-1.815
123.92;2454.66;-1.815
123.93;2453.65;-1.815
123.95;2452.58;-1.815
123.97;2451.34;-1.815
123.98;2450.04;-1.815
124;2448.66;-1.815
124.02;2446.78;-1.815
124.03;2445.75;-1.815
124.05;2443.84;-1.815
124.07;2442.22;-1.815
124.08;2440.22;-1.815
124.1;2438.78;-1.815
124.12;2436.26;-1.815
124.13;2433.45;-1.815
124.15;2430.9;-1.815
124.17;2427.99;-1.815
124.18;2424.41;-1.815
124.2;2420.51;-1.815
124.22;2417.19;-1.815
124.23;2412.46;-1.815
124.25;2406.79;-1.815
124.27;2400.96;-1.815
124.28;2394.06;-1.815
124.3;2385.18;-1.815
124.32;2375.51;-1.815
124.33;2364.2;-1.815
124.35;2350.92;-1.815
124.37;2334.77;-1.815
124.38;2315.96;-1.815
124.4;2292.42;-1.815
124.42;2261.48;-1.815
124.43;2221.87;-1.815
124.45;2166.61;-1.815
124.47;2081.04;-1.815
124.48;1650.7;-1.815
124.49;757.17;-1.815
